ISO,Language,Dialect,Genetics,Speakers,Method,Quantity,vowel,f1,f2,f3
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,ɔ,415.0,692.0,
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,o,391.0,828.0,
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,ʊ,303.0,650.0,
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,u,281.0,849.0,
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,i,279.0,2203.0,XXX
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,e,375.0,1945.0,XXX
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,ɛ,529.0,1807.0,XXX
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,a,727.0,1398.0,XXX
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,ɔ,579.0,1078.0,XXX
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,o,384.0,899.0,XXX
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,u,316.0,808.0,XXX
ind,Indonesian,,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,i,287.0,2413.0,2860
ind,Indonesian,,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,e,459.0,1730.0,2435
ind,Indonesian,,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,a,877.0,1529.0,2447
ind,Indonesian,,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,o,477.0,1015.0,2263
ind,Indonesian,,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,u,320.0,914.0,2406
ind,Indonesian,,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,ə,486.0,1493.0,2647
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,i,268.0,2320.0,3155
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,ɪ,373.0,2105.0,2843
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,ɛ,549.0,1891.0,2641
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,ɑ,818.0,1270.0,2513
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,ɔ,559.0,893.0,2266
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,u,313.0,705.0,2575
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,ʏ,420.0,1423.0,2193
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,œ,588.0,1291.0,2319
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,i,285.0,2210.0,2915
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,ɪ,388.0,2058.0,2783
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,ɛ,680.0,1673.0,2543
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,ɑ,775.0,1320.0,2405
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,ɔ,675.0,1003.0,2498
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,u,373.0,880.0,2420
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,ʏ,450.0,1448.0,2340
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Short,œ,668.0,1305.0,2425
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,i,298.0,2138.0,2809
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,e,396.0,2006.0,2547
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,ɛ,539.0,1868.0,2423
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,a,765.0,1224.0,2417
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,ɔ,563.0,874.0,2520
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,o,439.0,768.0,2426
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,u,325.0,701.0,2271
jpn,Japanese,Karatsu,Japonic,12,Wordlist,Short,i,393.0,2300.0,
jpn,Japanese,Karatsu,Japonic,12,Wordlist,Short,e,511.0,2256.0,
jpn,Japanese,Karatsu,Japonic,12,Wordlist,Short,a,869.0,1442.0,
jpn,Japanese,Karatsu,Japonic,12,Wordlist,Short,o,534.0,967.0,
jpn,Japanese,Karatsu,Japonic,12,Wordlist,Short,ɯ,457.0,1048.0,
kal,Greenlandic,Holsteinborg,EskimoAleut>Eskimo>Inuit,1,Wordlist,Uniform,i,317.0,2067.0,2925
kal,Greenlandic,Holsteinborg,EskimoAleut>Eskimo>Inuit,1,Wordlist,Uniform,a,636.0,1514.0,2229
kal,Greenlandic,Holsteinborg,EskimoAleut>Eskimo>Inuit,1,Wordlist,Uniform,u,330.0,1030.0,
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,i,348.0,2337.0,3025
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,e,435.0,2225.0,2796
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,a,697.0,1223.0,2582
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,o,455.0,927.0,2698
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,u,385.0,918.0,2671
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Short,i,379.0,2158.0,2800
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Short,e,457.0,2032.0,2696
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Short,a,556.0,1419.0,2628
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Short,o,531.0,1175.0,2574
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Short,u,414.0,1241.0,2596
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,i,325.0,2135.0,
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,ɛ,410.0,1950.0,
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,a,700.0,1245.0,
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,ɔ,460.0,875.0,
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,u,440.0,1010.0,
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,e,400.0,2e3,2600
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,ɑ̈,650.0,1750.0,2750
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,ɑ,750.0,1100.0,
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,o,600.0,975.0,
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,u,400.0,1e3,
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,i,400.0,1850.0,2400
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,ü,400.0,1400.0,
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,ö,550.0,1450.0,
kaz,Kazakh,,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,y,450.0,1100.0,
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Long,e:,500.0,2e3,2530
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Long,ɑ̇:,685.0,1350.0,2270
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Long,ȯ:,450.0,840.0,2240
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Long,ɔ̈:,450.0,1200.0,2250
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Short,i,360.0,2160.0,2920
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Short,α̇,580.0,1540.0,2260
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Short,ʊ̇,400.0,840.0,2220
kca,Khanty,Ob',Uralic>FinnoUgric>Ugric>ObUgric,1,Wordlist,Short,ʊ̈,390.0,1170.0,2230
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,i,480.0,2355.0,3115
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,e,595.0,2100.0,2720
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,ɛ,855.0,1825.0,2735
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,a,990.0,1515.0,3095
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,ɑ,985.0,1355.0,3465
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,ɔ,775.0,1175.0,2935
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,o,605.0,1020.0,3145
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,u,495.0,940.0,2810
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,ɯ,500.0,1375.0,2470
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,ɤ,640.0,1390.0,2690
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,ʌ,755.0,1440.0,2880
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,i,465.0,2195.0,3020
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,e,615.0,2065.0,2985
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,ɛ,875.0,1765.0,2790
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,a,1035.0,1570.0,2945
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,ɑ,1050.0,1405.0,3090
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,ɔ,755.0,1165.0,3045
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,o,625.0,1095.0,3175
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,u,455.0,905.0,2985
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,ɯ,510.0,1530.0,2605
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,ɤ,635.0,1480.0,2740
kdt,Kuy,,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Short,ʌ,745.0,1460.0,2865
ker,Kera,,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,i,320.0,2090.0,
ker,Kera,,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,ɛ,480.0,1835.0,
ker,Kera,,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,a,645.0,1345.0,
ker,Kera,,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,ɔ,505.0,1025.0,
ker,Kera,,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,u,340.0,925.0,
ker,Kera,,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,ɨ,385.0,1445.0,
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,i,367.0,1995.0,2823
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,ɪ,513.0,1790.0,2720
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,a,802.0,1373.0,2812
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,ɔ,615.0,1033.0,2382
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,ʊ,480.0,913.0,2418
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,u,357.0,823.0,2713
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,e,472.0,1478.0,2155
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,ɵ,475.0,1098.0,2123
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,i,263.0,2381.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,e,460.0,2173.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,a,807.0,1596.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɔ,632.0,965.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,o,485.0,880.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,u,315.0,680.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɨ,343.0,1404.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ə,540.0,1423.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,i,306.0,2350.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɪ,372.0,2018.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,e,558.0,2012.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,a,721.0,1603.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɔ,735.0,1209.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,o,574.0,1059.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,u,452.0,862.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɨ,496.0,1633.0,
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ə,665.0,1615.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,i̝,230.0,2110.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,i,420.0,1980.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,ɛ,670.0,1660.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,a,900.0,1340.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,ɔ,685.0,1195.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,u,435.0,900.0,
kiy,Kirikiri,,LakesPlan>Tariku>West,1,Wordlist,Uniform,u̝,270.0,860.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,i,370.0,1770.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,ɪ,420.0,1690.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,e,470.0,1550.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,ɛ,650.0,1560.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,a,730.0,1350.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,ɔ,610.0,1070.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,o,470.0,1090.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,ʊ,440.0,1050.0,
kma,Konni,,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,u,410.0,980.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,i,341.0,2209.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,e,575.0,1800.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,a,740.0,1257.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,ʌ,580.0,964.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,o,404.0,764.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,u,409.0,902.0,
kor,Korean,Chungnam,Isolate,5,Carrier sentence,Short,ɯ,402.0,1340.0,
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,i,229.0,2207.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,ɪ,294.0,2176.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,e,337.0,2068.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,ɛ,467.0,1942.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,a,745.0,1390.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,ɔ,517.0,972.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,o,334.0,882.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,ʊ,335.0,796.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,u,268.0,834.0,XXX
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,ə,560.0,1463.0,XXX
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,i,272.0,1926.0,
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,e,381.0,1790.0,
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,a,711.0,1385.0,
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,o,430.0,762.0,
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,u,213.0,568.0,
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,ɨ,289.0,1277.0,
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,ɘ,410.0,1208.0,
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,i,273.0,2342.0,2863
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,e,336.0,2286.0,2676
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,a,631.0,1821.0,2450
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,ɔ,496.0,1104.0,2550
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,o,365.0,733.0,2626
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,u,310.0,695.0,2473
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,i,287.0,2387.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɪ,375.0,2300.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,e,512.0,2137.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɛ,650.0,1925.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,a,837.0,1337.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɒ,725.0,1013.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɔ,600.0,875.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,o,500.0,812.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ʊ,400.0,737.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,u,287.0,687.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɯ,337.0,1500.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ɤ,462.0,1450.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ə,575.0,1375.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,ʌ,737.0,1375.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,i,300.0,2300.0,
